Sample,vglut2-: vgat+ Cell Density (cells/mm^2),vglut2-: vgat+ Cell Count,vglut2-: vgat+ Cell Area (mm^2),vglut2-: vgat+ Cell Percentage,vglut2-: vgat+ Intensity,vglut2+: vgat- Cell Density (cells/mm^2),vglut2+: vgat- Cell Count,vglut2+: vgat- Cell Area (mm^2),vglut2+: vgat- Cell Percentage,vglut2+: vgat- Intensity,Double Positive Cell Density (cells/mm^2),Double Positive Cell Count,Double Positive Cell Area (mm^2),Double Positive Cell Percentage,Double Negative Cell Density (cells/mm^2),Double Negative Cell Count,Double Negative Cell Area (mm^2),Double Negative Cell Percentage,Total Cell Area (mm^2),Total Annotation Area (mm^2),Subcellular cluster: Channel 2: Area (vglut2_Pos: vgat_Neg),Subcellular cluster: Channel 2: Area (vglut2_Neg: vgat_Pos),Subcellular cluster: Channel 2: Area (vglut2_Pos: vgat_Pos),Subcellular cluster: Channel 2: Mean channel intensity (vglut2_Pos: vgat_Neg),Subcellular cluster: Channel 2: Mean channel intensity (vglut2_Neg: vgat_Pos),Subcellular cluster: Channel 2: Mean channel intensity (vglut2_Pos: vgat_Pos),Subcellular: Channel 2: Num spots estimated (vglut2_Pos: vgat_Neg),Subcellular: Channel 2: Num spots estimated (vglut2_Neg: vgat_Pos),Subcellular: Channel 2: Num spots estimated (vglut2_Pos: vgat_Pos),Subcellular: Channel 2: Num single spots (vglut2_Pos: vgat_Neg),Subcellular: Channel 2: Num single spots (vglut2_Neg: vgat_Pos),Subcellular: Channel 2: Num single spots (vglut2_Pos: vgat_Pos),Subcellular: Channel 2: Num clusters (vglut2_Pos: vgat_Neg),Subcellular: Channel 2: Num clusters (vglut2_Neg: vgat_Pos),Subcellular: Channel 2: Num clusters (vglut2_Pos: vgat_Pos),Subcellular cluster: Channel 2: Area (vglut2_Neg: vgat_Neg),Subcellular cluster: Channel 2: Mean channel intensity (vglut2_Neg: vgat_Neg),Subcellular: Channel 2: Num spots estimated (vglut2_Neg: vgat_Neg),Subcellular: Channel 2: Num single spots (vglut2_Neg: vgat_Neg),Subcellular: Channel 2: Num clusters (vglut2_Neg: vgat_Neg)
2024_06_25__RecognizedCode-11.czi - Scene #2.csv,3726.412709138476,419,0.10804008610000002,95.88100686498856,497.05343293556086,160.08455552384862,18,0.004400492200000001,4.118993135011442,127.66302222222222,0.0,0,0,0.0,6358.914288863987,715,0.18841159759999998,163.61556064073227,0.11244057830000001,0.5127907,0.0,0.0,0.0,0.0,0.0,0.0,38.445,2842.3429,0.0,27.0,1819.0,0.0,1.0,105.0,0.0,0.0,0.0,998.4916000000001,828.0,18.0
2024_06_25__RecognizedCode-11.czi - Scene #3.csv,3615.4497410410545,690,0.1837386554,95.83333333333334,409.85430913043473,141.4741203016065,27,0.0063894175,3.75,127.10107777777777,15.719346700178498,3,0.0007195531,0.4166666666666667,7010.82862827961,1338,0.36936167839999995,185.83333333333334,0.190847626,0.8513356999999999,0.0,0.0,0.0,0.0,0.0,0.0,42.8664,3143.4789,23.2878,33.0,2396.0,15.0,1.0,82.0,1.0,0.0,0.0,2007.2911,1630.0,43.0
2024_06_25__RecognizedCode-11.czi - Scene #4.csv,3429.885882492725,522,0.1395106079,90.78260869565217,407.4888609195403,341.6744557272446,52,0.0124353911,9.043478260869566,128.51482307692308,6.57066261013932,1,0.0002456534,0.17391304347826086,9428.900845549924,1435,0.3829983282,249.56521739130432,0.1521916524,0.9444796999999999,0.0,0.0,0.0,0.0,0.0,0.0,135.3854,2537.4007,0.0,90.0,1666.0,0.0,4.0,90.0,0.0,0.0,0.0,2176.8475,1560.0,66.0
2024_06_25__RecognizedCode-13.czi - Scene #0.csv,3469.2258802699334,636,0.163966685,89.07563025210085,529.8976147798743,403.6520678301495,74,0.0184343591,10.364145658263306,147.100572972973,21.819030693521594,4,0.0009251566,0.5602240896358543,7843.941534321013,1438,0.3945186178,201.40056022408965,0.1833262007,0.9780783000000001,0.0,0.0,0.0,0.0,0.0,0.0,277.9549,2785.5424000000003,50.442,186.0,1836.0,24.0,11.0,101.0,3.0,0.0,0.0,1704.848,1221.0,54.0
2024_06_25__RecognizedCode-13.czi - Scene #1.csv,3588.4331789086573,1086,0.27252139470000003,89.60396039603961,505.7237096685083,393.20768719164846,119,0.0283464814,9.818481848184819,154.13479663865547,23.12986395244991,7,0.0017711716,0.5775577557755776,6542.447232264403,1980,0.5190971295000001,163.36633663366337,0.30263904770000005,1.337331,0.0,0.0,0.0,0.0,0.0,0.0,592.0011999999999,7805.4874,51.0771,341.0,4400.0,42.0,27.0,338.0,1.0,0.0,0.0,3164.8621,2106.0,109.0
2024_06_25__RecognizedCode-13.czi - Scene #2.csv,3755.238551282086,289,0.07349529939999999,95.37953795379538,365.5057726643598,181.91467030432253,14,0.0034638594000000003,4.62046204620462,138.28455000000002,0.0,0,0,0.0,18282.42436558441,1407,0.3854149065,464.35643564356434,0.0769591588,0.7010550999999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,683.2069,0.0,15.0,536.0,0.0,0.0,17.0,0.0,0.0,0.0,1456.3601,1158.0,32.0
2024_06_25__RecognizedCode-13.czi - Scene #3.csv,3485.7315542518677,361,0.0926253277,89.13580246913581,366.65121717451524,415.19794136518095,43,0.0107061624,10.617283950617285,123.46663023255816,9.655766078260022,1,0.00023357060000000002,0.24691358024691357,13778.778193677052,1427,0.3712938258,352.34567901234567,0.10356506069999999,0.7747094,0.0,0.0,0.0,0.0,0.0,0.0,439.0453,1274.9739,12.2611,147.0,889.0,2.0,24.0,41.0,1.0,0.0,0.0,1836.7684,1347.0,51.0
2024_06_25__RecognizedCode-15.czi - Scene #1.csv,3314.3934162889173,288,0.08005199650000001,90.85173501577287,913.0910548611113,310.72438277708596,27,0.006082898999999998,8.517350157728707,153.66391851851847,23.016620946450814,2,0.0007588324999999999,0.6309148264984227,4683.882362602741,407,0.10995933470000001,128.391167192429,0.08689372800000002,0.39524010000000004,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4954.3891,12.0,30.0,2871.0,12.0,0.0,179.0,0.0,0.0,0.0,967.9029,621.0,31.0
2024_06_25__RecognizedCode-15.czi - Scene #2.csv,3628.256043171433,322,0.0861132579,96.69669669669669,954.1962680124224,123.94663501517317,11,0.0026346133,3.303303303303303,143.69195454545456,0.0,0,0,0.0,4518.418240098586,401,0.1058245189,120.42042042042043,0.08874787120000001,0.37658590000000003,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4100.1932,0.0,8.0,2475.0,0.0,0.0,149.0,0.0,0.0,0.0,492.6846,366.0,13.0
2024_06_25__RecognizedCode-15.czi - Scene #3.csv,3481.401569108645,442,0.11674533479999999,91.32231404958677,700.7209737556561,315.05896553019414,40,0.0097852077,8.264462809917356,150.91029,15.752948276509706,2,0.00042981849999999995,0.4132231404958678,5663.184905405239,719,0.189123325,148.55371900826447,0.126960361,0.5441385,0.0,0.0,0.0,0.0,0.0,0.0,66.813,5287.2921,12.0,53.0,3241.0,12.0,2.0,214.0,0.0,0.0,0.0,1654.3327,1221.0,44.0
2024_06_25__RecognizedCode-15.czi - Scene #4.csv,3461.1817506258435,483,0.1189710754,84.88576449912127,777.3008449275363,566.1146134564009,79,0.019015417,13.884007029876976,159.8856265822785,50.162054356896284,7,0.0015612212999999997,1.2302284710017575,7087.181679852918,989,0.2603291223,173.81370826010544,0.1395477137,0.6313321999999999,0.0,0.0,0.0,0.0,0.0,0.0,317.0793,7870.3502,14.0,190.0,3672.0,14.0,14.0,390.0,0.0,0.0,0.0,3630.1765,2048.0,160.0
2024_06_25__RecognizedCode-15.czi - Scene #5.csv,3457.569436574914,437,0.11331246,89.18367346938776,769.3996551487414,395.6029103632625,50,0.0122821258,10.204081632653061,154.19551,23.736174621795747,3,0.0007947776,0.6122448979591837,5585.913094329266,706,0.189565916,144.0816326530612,0.12638936339999998,0.5064184,0.0,0.0,0.0,0.0,0.0,0.0,86.7092,5308.2288,16.0,80.0,3213.0,16.0,1.0,210.0,0.0,0.0,0.0,1639.1163000000001,1308.0,37.0
2024_06_25__RecognizedCode-17.czi - Scene #1.csv,3440.685193045838,647,0.1674069215,87.90760869565217,652.9945242658423,414.79666933164657,78,0.017961032300000002,10.597826086956522,146.46490384615385,58.49696618779631,11,0.0026759862000000005,1.4945652173913044,5121.143494440714,963,0.253012574,130.8423913043478,0.18804394000000002,0.7031261999999999,0.0,0.0,0.0,0.0,0.0,0.0,294.9754,6316.0561,42.1038,175.0,3248.0,35.0,11.0,293.0,1.0,0.0,0.0,1592.5081,1246.0,36.0
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,3096.400689254824,156,0.0385693244,75.0,805.7919474358973,952.7386736168689,48,0.010978785,23.076923076923077,180.27789166666665,79.3948894680724,4,0.0008329671,1.9230769230769231,8038.732558642331,405,0.1046281268,194.71153846153845,0.0503810765,0.24185,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2044.6665000000003,15.0,49.0,1060.0,15.0,0.0,86.0,0.0,0.0,0.0,423.2785,370.0,6.0
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,3547.159509593481,267,0.06455345589999999,85.03184713375796,616.5378393258427,597.8358724033957,45,0.010301376299999998,14.331210191082802,156.79634000000001,26.570483217928697,2,0.000416663,0.6369426751592357,11451.878266927268,862,0.2173904387,274.5222929936306,0.07527149519999998,0.4423635,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1587.9726999999998,0.0,52.0,1069.0,0.0,0.0,57.0,0.0,0.0,0.0,1030.9270999999999,804.0,22.0
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,3455.58915945526,268,0.0655516207,84.01253918495298,748.1494839552239,631.8054806466707,49,0.0115261446,15.360501567398119,145.49272040816325,25.787978801904927,2,0.0004777506,0.6269592476489028,8342.411142416244,647,0.1625082789,202.82131661442006,0.07755551589999998,0.4544136,0.0,0.0,0.0,0.0,0.0,0.0,291.49750000000006,3450.3476,33.5756,151.0,1807.0,17.0,14.0,163.0,1.0,0.0,0.0,1168.4094,726.0,34.0
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,161.243227421651,24,0.0073583271,4.033613445378151,784.8966375,3715.3126985072086,553,0.1363974047,92.94117647058823,224.37301410488246,120.93242056623825,18,0.005087729,3.0252100840336134,954.0224289114351,142,0.0415731175,23.865546218487395,0.14884346080000002,0.3829497,0.0,0.0,0.0,0.0,0.0,0.0,573.7564,164.0771,94.0,541.0,155.0,94.0,4.0,1.0,0.0,0.0,0.0,199.2077,185.0,2.0
2024_06_25__RecognizedCode-19.czi - Scene #2.csv,510.8458133752287,79,0.0218548666,13.367174280879865,741.2960303797469,3233.201350476131,500,0.1296949824,84.60236886632826,269.0861776,77.59683241142714,12,0.0030956388000000002,2.030456852791878,1403.209386106641,217,0.063318398,36.71742808798646,0.15464548779999998,0.5086362,0.0,0.0,0.0,0.0,0.0,0.0,537.6023,511.0,43.0,523.0,511.0,43.0,2.0,0.0,0.0,0.0,0.0,388.0,388.0,0.0
2024_06_25__RecognizedCode-19.czi - Scene #3.csv,528.6313835095636,180,0.04411350119999999,12.82051282051282,711.3450616666668,3477.2197670851297,1184,0.28642232640000004,84.33048433048434,234.3241463682433,117.47364077990304,40,0.0099660904,2.849002849002849,972.0943774536976,331,0.0920733266,23.575498575498578,0.340501918,0.7574337,0.0,0.0,0.0,0.0,0.0,0.0,432.0,652.7092,60.0,432.0,646.0,60.0,0.0,1.0,0.0,0.0,0.0,223.0,223.0,0.0
2024_06_25__RecognizedCode-19.czi - Scene #4.csv,280.7955594263787,124,0.0324630114,7.180081065431384,649.829637096774,3557.4985795067814,1571,0.4011417671,90.96699478865084,272.9455011457671,72.46337017454934,32,0.0079976466,1.8529241459177763,874.0894027305014,386,0.107644541,22.35089751013318,0.44160242510000003,0.9809445999999999,0.0,0.0,0.0,0.0,0.0,0.0,894.4985,488.9702,114.0,887.0,472.0,114.0,1.0,2.0,0.0,0.0,0.0,439.0,439.0,0.0
2024_06_25__RecognizedCode-19.czi - Scene #5.csv,206.308088586808,45,0.0119004027,5.244755244755245,613.1595266666666,3663.1147284635467,799,0.2024977954,93.12354312354313,244.35771063829787,64.18473867145138,14,0.0037221883,1.6317016317016315,632.6781383328779,138,0.039315534799999996,16.083916083916083,0.21812038640000003,0.5423715,0.0,0.0,0.0,0.0,0.0,0.0,571.0,173.1038,19.0,571.0,166.0,19.0,0.0,1.0,0.0,0.0,0.0,188.1038,181.0,1.0
